Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
132.0,-1.5713593111866297,1.68750802712553,0.7346704378580681,1.29334959714667,-0.21753166347077998,-0.00267746796392636,0.147364180877205,0.515361979346643,-0.372441612815001,0.078020678219396,-0.5924949074398629,0.99794100956986,1.10932838560526,0.0600476234099728,0.0861407955897413,-1.14989267358928,0.76519825435519,-0.810588623188627,0.7375504356841021,-0.0936135323992745,0.0485493139851947,0.377255527434062,-0.0304355119893346,0.117608127652655,-0.0605200767063873,-0.296549879661509,-0.4815702969438379,-0.167897497050231,10.0,0
133.0,0.7093356777676759,-0.0116791551225081,-0.530212954758486,0.23633063220810605,1.61174986204676,4.09191538293948,-0.8621382427198109,1.08397306892466,0.786795680750279,0.11288748423766899,-0.653232103051672,0.17326686390892498,0.0378668020493338,-0.3878127896013,0.37489296003004796,0.21021154718119398,-0.644749399312067,0.5548545781610121,0.622384226210836,-0.0415514902553178,0.00677525558103952,0.0900325596398993,0.271773416195508,0.98654728115285,-0.809943468286729,-0.529659539648222,-0.0658869042899002,-0.125002176706683,35.97,0
135.0,1.10176244239434,-0.11901846330487299,1.13915027454676,1.84496121166558,-0.817909155917367,0.24777007505920398,-0.6841810373298399,0.28309582080913,0.286762552995096,0.440946202096376,-0.8262937412400749,-0.769377782472298,-1.5410325632800201,0.0479042224605281,0.567886086354051,0.5239594465131211,-0.044064668386419,-0.425632201949156,-1.10102995487559,-0.200597230770287,0.12020071371491099,0.37130497569174103,-0.0160471102676981,0.11390137601278098,0.152014420158201,1.1260489904603102,-0.0386951520355876,0.0123388268988393,22.37,0
135.0,1.20720732422405,0.24131802907144098,0.25874496066735503,0.6533349400141899,-0.25642575884342605,-0.620309257280381,-0.0396528304896815,-0.0221386613164761,0.14519056592417098,-0.305442980386716,0.0235744586581998,-0.0897945367743728,-0.564338047466144,-0.105116498946392,1.43082238854315,0.222641855675202,0.31719326642064805,-0.6529186253451871,-0.5524222272322379,-0.156234943936323,-0.26716529017950197,-0.780157602682276,0.16565682056256698,0.0129556380364155,0.116175752463306,0.126406131740855,-0.0121557176813252,0.0262392973617874,4.57,0
135.0,-0.5418894098678679,0.9077448343539591,0.9418419308816729,0.9937478882321291,0.8447239480344341,0.3602799630354179,0.761736831520894,-0.222477053379465,0.179747695524952,0.408008155073805,-2.06190815476794,-0.71990402978211,-0.36700729247177505,-0.286506809530979,0.180705099498386,-0.59346937797803,-0.250660990079749,0.23003315777773398,1.6336906893194199,0.14613960866094,-0.203112395365599,-0.122943687021868,-0.438461572930502,-0.996350432896305,0.0937956895469627,-0.21634575332232603,0.0153753989769205,-0.0384907800916454,23.57,0
136.0,-0.5682847475856129,1.1950945447569,0.69474149656075,-0.626095126347654,1.1710840193043501,0.37375107895238796,1.01309484421646,-0.27238839190216696,0.0558697391702687,0.682043641285574,0.267372062772765,0.17817279754410104,0.8543164392978739,-1.00920539655489,0.353392252309136,0.854815188775112,-1.13054902389858,0.763852749156702,0.796372845597807,0.599425704179543,-0.489934828858084,-0.8385200837464699,-0.286195775608183,-1.4412088636397702,0.11504524147774302,0.11346163590524301,0.13709554389268,-0.24969391951700198,13.99,0
137.0,0.753307852006014,-1.13159325678345,0.878730366275302,0.297870795702318,-1.32725016090081,0.0665956381298685,-0.535275981085739,0.17113262133325,1.18460203975708,-0.510452889948725,-0.5590821235735711,0.121812639047106,-0.7185953363056241,-0.21123235190022602,0.663762572071223,-0.0642568148905888,0.25634546677567394,-0.696030148844145,-0.190353268399697,0.295638378771951,0.0319122383824832,-0.21329799722387102,-0.091660380541864,0.15183652108846998,-0.0676734412461603,0.999073309691521,-0.0639848051007865,0.0491743555243216,226.07,0
138.0,-0.986639536232516,0.0546197737557083,0.8921893897751729,1.2385463010967501,1.1539492024073401,-0.443156858403968,1.1587929711820502,-0.23493287911043398,-0.7482843163009191,0.19999763972527101,-0.377070284469104,-0.0865458979047432,0.217167156344124,0.314289833672674,1.29554551600091,-0.818801495605568,0.059642158114003,-0.689562879545385,0.6844202339433061,0.744324727281039,-0.156083980023296,-0.59057640522234,0.43295311071111797,-0.33763142318953904,-0.272390765218294,-0.5514745958811279,0.171669591342014,0.0127123886327536,148.81,0
139.0,0.9512782755204929,-0.657729594475177,1.70188353276801,1.80966728327767,-1.36016210898805,0.9538576463163381,-1.1348032817943101,0.528569709758623,1.91440355688492,-0.41342580316083,-1.4888158047149,0.105980334378276,-1.65017861034361,-0.7656108121885509,-1.1826709884881599,-0.7392823772070591,0.6769792587087341,-0.483801273027034,-0.188162502490156,-0.192796372616494,-0.0275960281344777,0.284121153750591,-0.0920930540673923,0.0918997878532827,0.418136114227156,-0.19582672783741298,0.10681690832875698,0.0408805315737292,58.0,0
140.0,1.17547797784407,0.16788128280795403,0.509908524918345,0.452332377841821,-0.215763033012374,-0.192103788679566,-0.105403719620125,0.0685168493023459,-0.249733437436787,0.0531427317518959,1.73792686089307,1.2533250713683202,0.41921481854509796,0.422533743260073,0.56052905321648,0.197461932874899,-0.40798459875852794,-0.520951033931573,-0.18832046658691298,-0.101553775177371,-0.17614700306289002,-0.5005661723725771,0.15126294909343302,0.0183469698916752,0.122002841950239,0.106306809485971,-0.0149368758024788,0.00577092652635563,1.29,0
